entry_time,exit_time,side,entry,exit,outcome,gross_pnl,fees,pnl_usdt,balance_after
2024-10-17 08:30:00,2024-10-17 08:45:00,SHORT,68935.36,69089.36,loss,-22.339702,20.02227995736,-42.36198195736,9957.63801804264
