timestamp,open,high,low,close,volume
2026-04-21 22:15:00,75275.1,75275.1,75275.1,75275.1,1.3e-05
2026-04-21 22:30:00,75275.1,75275.1,75275.1,75275.1,3.9e-05
2026-04-21 22:45:00,75275.1,75275.1,75275.1,75275.1,2.6e-05
2026-04-21 23:00:00,75275.1,75275.1,75275.1,75275.1,2.6e-05
2026-04-21 23:15:00,75275.1,75344.2,75275.1,75344.2,0.000329
2026-04-21 23:30:00,75344.2,75344.2,75344.2,75344.2,0.00017
2026-04-21 23:45:00,75344.2,75344.2,75344.2,75344.2,1.3e-05
2026-04-22 00:00:00,75344.2,75344.4,74999.6,75344.4,0.091218
2026-04-22 00:15:00,75344.4,78620.0,75344.4,78366.31,380.007169
2026-04-22 00:30:00,78366.31,78620.0,78366.31,78620.0,0.000135
2026-04-22 00:45:00,78620.0,78620.0,78620.0,78620.0,4.8e-05
2026-04-22 01:00:00,78620.0,78620.0,78620.0,78620.0,0.014951
2026-04-22 01:15:00,78620.0,78620.0,78620.0,78620.0,4.8e-05
2026-04-22 01:30:00,78620.0,78620.0,78620.0,78620.0,7.2e-05
2026-04-22 01:45:00,78620.0,106842.68,78620.0,105226.2,1416.845563
2026-04-22 02:00:00,105226.2,106745.9,103649.5,103649.5,0.258654
2026-04-22 02:15:00,103649.5,104066.02,102613.0,102613.0,0.16762
2026-04-22 02:30:00,102613.0,103098.4,101960.0,102262.26,0.056885
2026-04-22 02:45:00,102262.26,102753.6,101576.5,102015.91,0.050315
2026-04-22 03:00:00,102015.91,102283.2,101833.37,101874.4,0.002819
2026-04-22 03:15:00,101874.4,102332.7,101576.5,101608.29,0.029393
2026-04-22 03:30:00,101608.29,102408.8,101608.29,101610.17,0.018434
2026-04-22 03:45:00,101610.17,102408.8,101608.29,102015.91,0.01831
2026-04-22 04:00:00,102015.91,102332.7,101608.29,101608.29,0.018232
2026-04-22 04:15:00,101608.29,102332.7,101608.29,102058.45,0.009229
2026-04-22 04:30:00,102058.45,102508.61,101610.17,102508.61,0.018036
2026-04-22 04:45:00,102508.61,102508.61,98219.4,98960.8,1.094576
2026-04-22 05:00:00,98960.8,99058.55,98063.05,98960.8,0.116027
2026-04-22 05:15:00,98960.8,103300.16,98960.8,102448.0,0.77305
2026-04-22 05:30:00,102448.0,103098.4,102408.8,103098.4,0.00123
2026-04-22 05:45:00,103098.4,103300.16,103098.4,103300.16,0.025209
2026-04-22 06:00:00,103300.16,103300.16,103300.1,103300.16,0.010742
2026-04-22 06:15:00,103300.16,103300.16,103300.1,103300.16,0.017057
2026-04-22 06:30:00,103300.16,103773.39,101960.0,103239.0,0.201691
2026-04-22 06:45:00,103239.0,103239.0,101610.17,103239.0,0.287038
2026-04-22 07:00:00,103239.0,104199.8,77413.2,77758.0,1665.658385
2026-04-22 07:15:00,77758.0,77758.0,77413.2,77758.0,0.313472
2026-04-22 07:30:00,77758.0,77758.0,77758.0,77758.0,0.264325
2026-04-22 07:45:00,77758.0,77758.0,77758.0,77758.0,0.298346
2026-04-22 08:00:00,77758.0,77758.0,77413.2,77413.2,0.42275
2026-04-22 08:15:00,77413.2,77758.0,77413.2,77758.0,0.771246
2026-04-22 08:30:00,77758.0,77758.0,77413.2,77758.0,0.92669
2026-04-22 08:45:00,77758.0,77758.0,77413.3,77758.0,0.057114
2026-04-22 09:00:00,77758.0,77758.0,77413.2,77758.0,0.071285
2026-04-22 09:15:00,77758.0,77758.0,77413.2,77413.2,0.022303
2026-04-22 09:30:00,77413.2,77758.0,77413.2,77758.0,0.040694
2026-04-22 09:45:00,77758.0,77758.0,77758.0,77758.0,0.015518
2026-04-22 10:00:00,77758.0,77758.0,77413.3,77758.0,0.029706
2026-04-22 10:15:00,77758.0,77758.0,77413.3,77758.0,0.016042
2026-04-22 10:30:00,77758.0,77758.0,77413.3,77758.0,0.028739
2026-04-22 10:45:00,77758.0,77758.0,77413.3,77413.3,0.021259
2026-04-22 11:00:00,77413.3,77758.0,77413.3,77758.0,0.001474
2026-04-22 11:15:00,77758.0,77758.0,77758.0,77758.0,0.004876
2026-04-22 11:30:00,77758.0,77758.0,77413.3,77413.3,0.002838
2026-04-22 11:45:00,77413.3,77758.0,77413.2,77413.3,0.118737
2026-04-22 12:00:00,77413.3,77758.0,77413.2,77757.9,0.202613
2026-04-22 12:15:00,77757.9,77758.0,77413.2,77758.0,0.402587
2026-04-22 12:30:00,77758.0,77758.0,77413.2,77757.0,0.387785
2026-04-22 12:45:00,77757.0,77758.0,77413.2,77413.2,0.352712
2026-04-22 13:00:00,77413.2,77758.0,77413.2,77758.0,0.201021
2026-04-22 13:15:00,77758.0,77758.0,77413.2,77757.9,0.977388
2026-04-22 13:30:00,77757.9,77758.0,77413.2,77758.0,0.597123
2026-04-22 13:45:00,77758.0,77758.0,77413.2,77758.0,0.367615
2026-04-22 14:00:00,77758.0,77758.0,77413.2,77758.0,0.117275
2026-04-22 14:15:00,77758.0,77758.0,77413.2,77758.0,1.030199
2026-04-22 14:30:00,77758.0,77758.0,77413.3,77758.0,0.057206
2026-04-22 14:45:00,77758.0,77758.0,77413.2,77758.0,0.125532
2026-04-22 15:00:00,77758.0,77758.0,77413.2,77757.9,0.126415
2026-04-22 15:15:00,77757.9,77758.0,77413.2,77757.0,0.248431
2026-04-22 15:30:00,77757.0,77758.0,77413.2,77413.2,0.140799
2026-04-22 15:45:00,77413.2,77758.0,77413.2,77413.2,0.145357
2026-04-22 16:00:00,77413.2,77758.0,77413.2,77758.0,0.155696
2026-04-22 16:15:00,77758.0,77758.0,77413.2,77758.0,0.083099
2026-04-22 16:30:00,77758.0,77758.0,77413.2,77758.0,0.146254
2026-04-22 16:45:00,77758.0,77758.0,77413.2,77758.0,0.080739
2026-04-22 17:00:00,77758.0,77758.0,77413.2,77757.9,0.007466
2026-04-22 17:15:00,77757.9,77758.0,77413.2,77758.0,0.08568
2026-04-22 17:30:00,77758.0,77758.0,77413.2,77758.0,0.230284
2026-04-22 17:45:00,77758.0,77758.0,77413.2,77413.2,6.792993
2026-04-22 18:00:00,77413.2,77757.9,77413.2,77757.9,0.086593
2026-04-22 18:15:00,77757.9,77757.9,77413.2,77757.9,0.094977
2026-04-22 18:30:00,77757.9,77757.9,77413.2,77757.9,0.008631
2026-04-22 18:45:00,77757.9,77757.9,77413.2,77757.9,0.145222
2026-04-22 19:00:00,77757.9,77757.9,77413.2,77757.9,0.087586
2026-04-22 19:15:00,77757.9,77757.9,77413.2,77757.9,0.043602
2026-04-22 19:30:00,77757.9,77757.9,77413.2,77413.2,0.138214
2026-04-22 19:45:00,77413.2,77757.9,77413.2,77757.9,0.020016
2026-04-22 20:00:00,77757.9,77757.9,77413.2,77757.9,0.154279
2026-04-22 20:15:00,77757.9,77757.9,77413.2,77757.9,0.277955
2026-04-22 20:30:00,77757.9,77757.9,77413.2,77757.9,0.012464
2026-04-22 20:45:00,77757.9,77757.9,77413.2,77757.9,0.026969
2026-04-22 21:00:00,77757.9,77757.9,77757.9,77757.9,0.001346
2026-04-22 21:15:00,77757.9,77757.9,77413.2,77757.9,0.00462
2026-04-22 21:30:00,77757.9,77757.9,77757.9,77757.9,0.002119
2026-04-22 21:45:00,77757.9,77757.9,77757.9,77757.9,0.000562
2026-04-22 22:00:00,77757.9,77757.9,77485.7,77757.9,0.012348
2026-04-22 22:15:00,77757.9,77757.9,77413.2,77757.9,0.022424
2026-04-22 22:30:00,77757.9,77757.9,77413.2,77757.9,0.144177
2026-04-22 22:45:00,77757.9,77757.9,77413.2,77757.9,0.171228
2026-04-22 23:00:00,77757.9,77757.9,77413.2,77757.9,0.108366
2026-04-22 23:15:00,77757.9,77757.9,77413.2,77757.9,0.158483
2026-04-22 23:30:00,77757.9,77757.9,77413.2,77757.9,0.20308
2026-04-22 23:45:00,77757.9,77757.9,77413.2,77757.9,0.076492
2026-04-23 00:00:00,77757.9,77757.9,77413.2,77757.9,0.174194
2026-04-23 00:15:00,77757.9,77757.9,77413.2,77757.9,0.159628
2026-04-23 00:30:00,77757.9,77757.9,77413.2,77757.9,0.012496
2026-04-23 00:45:00,77757.9,77757.9,77757.9,77757.9,1.2e-05
2026-04-23 01:00:00,77757.9,77757.9,77757.9,77757.9,0.014964
2026-04-23 01:15:00,77757.9,77757.9,77413.2,77413.2,0.07343
2026-04-23 01:30:00,77413.2,77757.9,77413.2,77757.9,0.151559
2026-04-23 01:45:00,77757.9,77757.9,77413.2,77757.9,0.133875
2026-04-23 02:00:00,77757.9,77757.9,77413.2,77757.9,0.006058
2026-04-23 02:15:00,77757.9,77757.9,77757.9,77757.9,0.025719
2026-04-23 02:30:00,77757.9,77930.4,77585.6,77585.6,20.937781
2026-04-23 02:45:00,77585.6,78102.8,77413.2,77758.0,107.94475
2026-04-23 03:00:00,77758.0,78275.2,77585.6,77585.6,111.490049
2026-04-23 03:15:00,77585.6,78102.8,77240.8,77585.6,135.010651
2026-04-23 03:30:00,77585.6,77930.4,77240.8,77629.1,121.002261
2026-04-23 03:45:00,77629.1,78102.8,77240.8,77585.6,110.770565
2026-04-23 04:00:00,77585.6,78275.2,77240.8,77930.4,100.610166
2026-04-23 04:15:00,77930.4,78275.2,77413.2,77758.0,101.417466
2026-04-23 04:30:00,77758.0,78275.2,77585.6,77867.7,108.872773
2026-04-23 04:45:00,77867.7,78275.2,77413.2,77930.4,108.434537
2026-04-23 05:00:00,77930.4,78275.2,77930.4,77930.4,1.265387
2026-04-23 05:15:00,77930.4,78275.2,77930.4,77930.4,0.145233
2026-04-23 05:30:00,77930.4,78275.2,77930.4,78275.2,0.158346
2026-04-23 05:45:00,78275.2,78275.2,77930.4,78275.2,0.05662
2026-04-23 06:00:00,78275.2,78275.2,77930.4,78275.2,0.043591
2026-04-23 06:15:00,78275.2,78275.2,77930.4,78275.2,0.072109
2026-04-23 06:30:00,78275.2,78275.2,77930.4,78275.2,0.03651
2026-04-23 06:45:00,78275.2,78275.2,77758.0,78102.8,4.080431
2026-04-23 07:00:00,78102.8,78102.8,77758.0,77758.0,0.047072
2026-04-23 07:15:00,77758.0,78102.7,77758.0,78102.7,0.030329
2026-04-23 07:30:00,78102.7,78102.7,78102.7,78102.7,0.002692
2026-04-23 07:45:00,78102.7,78102.7,77758.0,77758.0,0.056464
2026-04-23 08:00:00,77758.0,78102.7,77758.0,78102.7,0.080221
2026-04-23 08:15:00,78102.7,78275.2,77585.6,77986.6,104.585304
2026-04-23 08:30:00,77986.6,78275.2,77413.2,77758.0,62.026094
2026-04-23 08:45:00,77758.0,77930.4,77413.2,77855.8,21.121985
2026-04-23 09:00:00,77855.8,77930.4,77585.6,77585.6,8.41054
2026-04-23 09:15:00,77585.6,77930.4,77585.6,77585.6,7.064729
2026-04-23 09:30:00,77585.6,78102.7,77585.6,77758.0,8.281418
2026-04-23 09:45:00,77758.0,78102.7,77758.0,77758.0,6.440379
2026-04-23 10:00:00,77758.0,78102.8,77758.0,77758.0,5.578976
2026-04-23 10:15:00,77758.0,78102.8,77585.6,77585.6,5.04514
2026-04-23 10:30:00,77585.6,77930.4,77413.2,77413.2,6.12872
2026-04-23 10:45:00,77413.2,77758.0,77413.2,77413.2,5.274115
2026-04-23 11:00:00,77413.2,77758.0,77413.2,77413.2,3.221791
2026-04-23 11:15:00,77413.2,77758.0,77413.2,77467.5,4.011708
2026-04-23 11:30:00,77467.5,77758.0,77413.2,77413.2,6.740267
2026-04-23 11:45:00,77413.2,77758.0,77413.2,77413.2,5.864364
2026-04-23 12:00:00,77413.2,77758.0,77413.2,77413.2,7.970969
2026-04-23 12:15:00,77413.2,77758.0,77413.2,77758.0,4.891493
2026-04-23 12:30:00,77758.0,77758.0,77240.8,77585.6,6.363892
2026-04-23 12:45:00,77585.6,77585.6,77240.8,77585.6,8.806927
2026-04-23 13:00:00,77585.6,77758.0,77240.8,77719.3,10.418687
