entry_time,exit_time,side,entry,exit,outcome,gross_pnl,fees,pnl_usdt,balance_after
2025-05-05 08:45:00,2025-05-05 09:00:00,LONG,96966.36,97828.57,win,88.91885509000066,20.08900633597,68.82984875403066,10068.82984875403
2025-05-05 10:00:00,2025-05-05 12:00:00,LONG,98471.42,97594.16,loss,-89.70071225999946,20.04790162058,-109.74861388057946,9959.08123487345
2025-05-13 03:15:00,2025-05-13 03:30:00,SHORT,99557.56,100650.19,loss,-99.59103924000043,18.248535997000005,-117.83957523700043,9841.241659636451
2025-05-16 13:00:00,2025-05-16 14:00:00,SHORT,103388.12,103963.29,loss,-54.74870678999983,19.737158663669998,-74.48586545366983,9766.755794182782
